670;Córki Wawelu. Opowieœæ o Jagielloñskich królewnach;24;1;1;10;z³;34.99;1;0;1;https://www.wydawnictwoliterackie.pl/resources/1/Brzezinska_CorkiWawelu_m.jpg;0;autor:Anna Brzeziñska,ok³adka:twarda,liczba stron:840;ksi¹¿ka historyczna
671;Ania.;24;1;1;58;z³;25.99;1;0;1;http://livro.pl/media/catalog/product/cache/1/image/555x555/602f0fa2c1f0d1ba5e241f914e856ff9/1/5/15022826728346580.jpg_1.jpg;0;autor:Anna Przybylska;ksi¹¿ka biograficzna
672;Zakazany uk³ad;26;1;1;45;z³;21.22;1;0;1;https://www.gandalf.com.pl/o/zakazany-uklad,big,820944.jpg;0;autor:K.N.Haner;
673;¯ycie;24;1;1;45;z³;37;1;0;1;http://livro.pl/media/catalog/product/cache/1/image/555x555/602f0fa2c1f0d1ba5e241f914e856ff9/1/5/15077046026919619.jpg.jpg;0;autor:Michael Jordan;biografia
674;Narrenturm;5;1;1;45;z³;51.99;1;1;1;http://grafik.tworze.com/img/cd-sapkowski-narrenturm-01.jpg;1;autor: Andrzej Sapkowski;s³uchowisko
