17;Bari. syn szarej Wilczycy (CD) autor: James Curwood;audiobooki;1;1;50;zł;20.44;1;1;1;http://www.matras.pl/media/catalog/product/f/i/file_99598.jpg;1;autor: 
18;Tato 2CD/mp3 autor: William Wharton;audiobooki;1;1;21;zł;28.70;1;1;1;http://www.matras.pl/media/catalog/product/f/i/file_99576.jpg;1;autor:Sławomir Mrożek 
19;Szara wilczyca (CD) autor: James Curwood;audiobooki;1;1;44;zł;20.44;1;1;1;http://www.matras.pl/media/catalog/product/f/i/file_99560.jpg;1;autor:Nele Neuhaus 
20;Immunitet (Audiobook) autor: ;audiobooki;1;1;97;zł;30.36;1;1;1;http://www.matras.pl/media/catalog/product/I/M/IMG1496313590209_57008_4.jpg;1;autor:Elżbieta Cherezińska 
21;Śnieżka musi umrzeć (CD) autor: Nele Neuhaus;audiobooki;1;1;77;zł;28.54;1;1;1;http://www.matras.pl/media/catalog/product/s/n/sniezka_musi_umrzec_cd_IMAGE1_286273_3.jpg;1;autor:Peter Robinson 
22; Narkotyki. anoreksja i inne sekrety (CD) autor: Beata Pawlikowska;audiobooki;1;1;30;zł;30.36;1;1;1;http://www.matras.pl/media/catalog/product/e/a/ea459ad212d2ad877a7c8bfa83d2525d_2.jpg;1;autor:Ewa Cielesz 
23;Turniej cieni(Audiobook) autor: Elżbieta Cherezińska;audiobooki;1;1;60;zł;36.72;1;1;1;http://www.matras.pl/media/catalog/product/I/M/IMG1487596597062_75978_5.jpg;1;autor:Ewa Cielesz 
24;Tomek Sawyer jako detektyw (Audiobook) autor: Mark Twain;audiobooki;1;1;39;zł;gru.17;1;1;1;http://www.matras.pl/media/catalog/product/I/M/IMG1487596395484_69718_5.jpeg;1;autor:David Gordon 
25;Pupy. ogonki i kuperki(Audiobook) autor: Mikołaj Golachowski;audiobooki;1;1;66;zł;24.45;1;1;1;http://www.matras.pl/media/catalog/product/I/M/IMG1487596190375_13407_5.jpg;1;autor:Mateusz Lemberg 
26;Detektyw Blomkvist (CD) autor: Astrid Lindgren;audiobooki;1;1;15;zł;28.61;1;1;1;http://www.matras.pl/media/catalog/product/I/M/IMG1474287238866_85212_2.jpg;1;autor:Agata Mańczyk 
27;Jolka Jolka pamiętasz (CD) autor: Marek Dutkiewicz;audiobooki;1;1;1;zł;30.36;1;1;1;http://www.matras.pl/media/catalog/product/e/4/e405ea511dea10804654b47110b8f61f.jpg;1;autor:Adam Cyra 
28;Śmierć frajerom (audiobook) autor: Grzegorz Kalinowski;audiobooki;1;1;99;zł;39.06;1;1;1;http://www.matras.pl/media/catalog/product/a/2/a2f2ef26ebd228897ab6d52b67d1e1d5_1.jpg;1;autor:Magdalena Witkiewicz 
29; Baśniobór. Plaga cieni autor: Brandon Mull;audiobooki;1;1;78;zł;26.sty;1;1;1;http://www.matras.pl/media/catalog/product/9/8/98a4e0d6a0fe9b705df4d7bb9b2b87ec_2.jpg;1;autor:Ignacy Karpowicz 
30;Dziewczęta i kobiety (CD) autor: Alice Munro;audiobooki;1;1;49;zł;21.66;1;1;1;http://www.matras.pl/media/catalog/product/I/M/IMG1467013644099_19128.jpg;1;autor:Beata Pawlikowska 
31;Ja to ja. Ty to Ty (CD) autor: Ewa Bukowska;audiobooki;1;1;99;zł;16.35;1;1;1;http://www.matras.pl/media/catalog/product/I/M/IMG1467014982801_39665_1.jpg;1;autor:Mark Twain 
32;Sezon niewinnych (CD) autor: Samuel Bjørk;audiobooki;1;1;24;zł;30.36;1;1;1;http://www.matras.pl/media/catalog/product/d/d/dd96915df663a30d5f851fadc40499b9_3.jpg;1;autor:Ks. Jan Kaczkowski 
33;Zagadka Orfeusza autor: Tom Harper;audiobooki;1;1;22;zł;30.36;1;1;1;http://www.matras.pl/media/catalog/product/f/3/f312050e828ea621b50f79cec6ede7b5_1.jpg;1;autor:Astrid Lindgren 
34;Jesteśem autor: Roberto Constantini;audiobooki;1;1;53;zł;34.71;1;1;1;http://www.matras.pl/media/catalog/product/I/M/IMG1464096171523_12255_1.jpg;1;autor:Mikołaj Golachowski 
35;Success and Change. Audiobook. CD autor: Mateusz Grzesiak;audiobooki;1;1;41;zł;28.54;1;1;1;http://www.matras.pl/media/catalog/product/3/1/315aff9bf2b46c1f782d2c5923ef7990_2.jpg;1;autor:Elżbieta Cherezińska 
36;O wojnie. Podręcznik stratega. Audiobook. CD autor: Carl von Clausewitz;audiobooki;1;1;12;zł;31.89;1;1;1;http://www.matras.pl/media/catalog/product/4/b/4b15723cc08817e12a630c0dea50f4c9_3.jpg;1;autor:Marek Dutkiewicz 
37;Gen sprzedawcy. Jak obudzić w sobie wrodzone umiejętności ha... autor: Robert Zych;audiobooki;1;1;57;zł;33.93;1;1;1;http://www.matras.pl/media/catalog/product/7/9/7916247f42e0d771f0b7642219f92a65_2.jpg;1;autor:Dorota Dziedzic-Chojnacka 
38;GURU KULTU..RY. Audiobook. CD autor: Michał Wawrzyniak;audiobooki;1;1;99;zł;28.54;1;1;1;http://www.matras.pl/media/catalog/product/2/5/25307321ec1538189b8682bac3e08a5a_2.jpg;1;autor:Amelia Noguera 
39;Gawędy o sztuce sakralnej autor: Bożena Fabiani;audiobooki;1;1;59;zł;34.71;1;1;1;http://www.matras.pl/media/catalog/product/I/M/IMG1461064589734_12474_2.jpg;1;autor:Grzegorz Kalinowski 
40;Tajemnice starego pałacu. Duch z Niewiadomic(CD) autor: Katarzyna Majgier;audiobooki;1;1;9;zł;20.41;1;1;1;http://www.matras.pl/media/catalog/product/9/8/98df6ffc1ee308e4e2fef04cce20b7cc_4.jpg;1;autor:Brandon Mull 
41;Zarobić milion idąc pod prąd (CD) autor: Jakub B. Bączek;audiobooki;1;1;93;zł;33.93;1;1;1;http://www.matras.pl/media/catalog/product/I/M/IMG1470039682610_62405.jpg;1;autor:Alice Munro 
42;Baśniobór. Gwiazda Wieczorna wschodzi (CD) autor: Brandon Mull;audiobooki;1;1;9;zł;24.45;1;1;1;http://www.matras.pl/media/catalog/product/5/4/547bc2aa996c48f4e9d80289c80db509_2.jpg;1;autor:Max Bliski 
43;Baśniobór (CD) autor: Brandon Mull;audiobooki;1;1;39;zł;24.45;1;1;1;http://www.matras.pl/media/catalog/product/i/m/importexcel_Basniobor--BMull--front300dpi_4.jpg;1;autor:Elżbieta Spadzińska-Żak 
44;Mały Książę (CD) autor: Antoine de Saint Exupery;audiobooki;1;1;12;zł;16.27;1;1;1;http://www.matras.pl/media/catalog/product/i/m/importexcel_Maly-Ksiaze--A-de-Saint-Exupery--front300dpi_3.jpg;1;autor:Dorota Ponińska 
45;Jak być ogierem do końca życia (CD) autor: Hanna Bakuła;audiobooki;1;1;88;zł;26.wrz;1;1;1;http://www.matras.pl/media/catalog/product/I/M/IMG1455716403462_95647_3.jpg;1;autor:Piotr Kulpa 
46;Śmierć słowika (CD) autor: Lene Kaaberbol;audiobooki;1;1;55;zł;27.72;1;1;1;http://www.matras.pl/media/catalog/product/9/4/9422271c35638c7c1b915a61fa3cf559_5.jpg;1;autor:Evan Currie 
47;Śpiewająca lipka. Bajki Słowian Zachodnich (CD) autor: Agnete Friis;audiobooki;1;1;15;zł;23.72;1;1;1;http://www.matras.pl/media/catalog/product/e/2/e274256fe4101508be2388a466608817_1.jpg;1;autor:Martyna Senator 
48;Sprawa Niny Frank (CD) autor: Opracowanie zbiorowe;audiobooki;1;1;68;zł;28.54;1;1;1;http://www.matras.pl/media/catalog/product/a/2/a2c8d2b763735ea66a48f4f8ad77cd21_3.jpg;1;autor:Axel Munthe 
49;Zjawa (CD) autor: Katarzyna Bonda;audiobooki;1;1;53;zł;29.49;1;1;1;http://www.matras.pl/media/catalog/product/d/b/dbd6f86561d6756a1bf3ecb3e1b236b8.jpg;1;autor:Sylwia Trojanowska 
50;O marszach. Ciocia Jadzia zaprasza do wspólnego słuchania mu... autor: Michael Punke;audiobooki;1;1;58;zł;20.36;1;1;1;http://www.matras.pl/media/catalog/product/e/d/edd209647467e411eab56689fa860440_1.jpg;1;autor:Marcin Przybyłek 
51;Dzielna Kajsa (CD) autor: Jadwiga Mackiewicz;audiobooki;1;1;71;zł;21.66;1;1;1;http://www.matras.pl/media/catalog/product/2/f/2fcd60b23294dac0af6f35f2aec8fec4_1.jpg;1;autor:Wiesława Bancarzewska 
52;Długa chwila ciszy (CD) autor: Astrid Lindgren;audiobooki;1;1;74;zł;27.72;1;1;1;http://www.matras.pl/media/catalog/product/a/0/a0395a5c7ed859de74e029f118dd9d11_2.jpg;1;autor:Roberto Constantini 
53;Seniorzy w natarciu (CD) autor: Paul Colize;audiobooki;1;1;47;zł;27.72;1;1;1;http://www.matras.pl/media/catalog/product/4/2/420a5ef36933a9abadde92e0e4f8fe3c_3.jpg;1;autor:Tom Harper 
54;Lider sprzedaży. Jak angażować handlowców w aktywną sprzedaż... autor: Catharina Ingelman-Sundberg;audiobooki;1;1;91;zł;44.97;1;1;1;http://www.matras.pl/media/catalog/product/8/9/89c19544cd1bc732f3c26dd8e4ede268_2.jpg;1;autor:John Gray 
55;Nawyk samodyscypliny. Zaprogramuj wewnętrznego stróża (CD) autor: Robert Zych;audiobooki;1;1;42;zł;26.16;1;1;1;http://www.matras.pl/media/catalog/product/7/7/7745170fd7f34800064bae3d90c8371b_3.jpg;1;autor:Dorota Ponińska 
56;Bądź pro! 7 kroków do mistrzostwa w marketingu sieciowym (CD) autor: Neil Fiore;audiobooki;1;1;77;zł;23.72;1;1;1;http://www.matras.pl/media/catalog/product/9/0/9089a15419e8658f32ffa913f20d97b2_3.jpg;1;autor:Marcin Przybyłek 
57;Caryca (CD) autor: Eric Worre;audiobooki;1;1;78;zł;27.72;1;1;1;http://www.matras.pl/media/catalog/product/4/b/4be312429f141302deff86de26e87604_4.jpg;1;autor:Arkady Saulski 
58;Dziewiąty Mag. Dziedzictwo (CD) autor: Ellen Alpsten;audiobooki;1;1;75;zł;20.41;1;1;1;http://www.matras.pl/media/catalog/product/6/4/64f44a529b4c54bb1bb534e4f2b99881_2.jpg;1;autor:Antoni Ferdynand Ossendowski 
59;O króliku. który chce zasnąć (CD) autor: A.R. Reystone;audiobooki;1;1;12;zł;16.27;1;1;1;http://www.matras.pl/media/catalog/product/0/e/0e60362522071a0ad5f097fb79314113_3.jpg;1;autor:Konrad T. Lewandowski 
60;Klasa pani Czajki (CD) autor: Carl-Johan Forssen-Ehrlin;audiobooki;1;1;73;zł;24.45;1;1;1;http://www.matras.pl/media/catalog/product/i/m/importexcel_Klasa-Pani-Czajki--MKPiekarska--front300dpi_3.jpg;1;autor:Jan Kochańczyk 
61;Klasa pani Czajki (CD) autor: Małgorzata Karolina Piekarska;audiobooki;1;1;8;zł;24.45;1;1;1;http://www.matras.pl/media/catalog/product/i/m/importexcel_Klasa-Pani-Czajki--MKPiekarska--front300dpi_3.jpg;1;autor:Antoni Ferdynand Ossendowski 
62;Niebo istnieje naprawdę (CD) autor: Todd Burpo;audiobooki;1;1;82;zł;20.36;1;1;1;http://www.matras.pl/media/catalog/product/e/d/ed750d6973b4a4357d52bab37abdf520_2.jpg;1;autor:Konrad T. Lewandowski 
63;Pożegnalny ukłon (CD) autor: Lynn Vincent;audiobooki;1;1;15;zł;28.54;1;1;1;http://www.matras.pl/media/catalog/product/i/m/importexcel_Pozegnalny-uklon--ACDoyle--front300dpi_1.jpg;1;autor:Jan Kochańczyk 
64;Przygody Sherlocka Holmesa (CD) autor: Arthur Conan Doyle;audiobooki;1;1;9;zł;28.54;1;1;1;http://www.matras.pl/media/catalog/product/i/m/importexcel_Przygody-Sherlocka-Holmesa--ACDoyle--front300dpi_1.jpg;1;autor:Swietłana Aleksijewicz 
65;Księga Dżungli (CD) autor: Arthur Conan Doyle;audiobooki;1;1;43;zł;25.23;1;1;1;http://www.matras.pl/media/catalog/product/I/M/IMG1480423252524_50722.jpg;1;autor:Michał Wawrzyniak 
66;Kapitularz Diuną (CD) autor: Rudyard Kipling;audiobooki;1;1;34;zł;32.63;1;1;1;http://www.matras.pl/media/catalog/product/4/1/4137d6a9ba2a7026b76b9f693667ad92_1.jpg;1;autor:Mateusz Grzesiak 
67;Dziewiąty Mag. Zdrada (CD) autor: Frank Herbert;audiobooki;1;1;36;zł;20.41;1;1;1;http://www.matras.pl/media/catalog/product/I/M/IMG1449658016241_71049_1.jpg;1;autor:Carl von Clausewitz 
68;Wilk (CD) autor: A.R. Reystone;audiobooki;1;1;83;zł;20.41;1;1;1;http://www.matras.pl/media/catalog/product/I/M/IMG1449660501396_78200_1.jpg;1;autor:Robert Zych 
69;Ziele na kraterze (CD) autor: Katarzyna Berenika Miszczuk;audiobooki;1;1;46;zł;24.50;1;1;1;http://www.matras.pl/media/catalog/product/I/M/IMG1449750754586_73562_2.jpg;1;autor:Bożena Fabiani 
70;Biblioteka sukcesu Briana Tracy (5 CD) autor: Melchior Wańkowicz;audiobooki;1;1;4;zł;76.79;1;1;1;http://www.matras.pl/media/catalog/product/d/1/d10a9d1908ef07236186070734b19918.jpg;1;autor:Wiesława Bancarzewska 
71;Mania czy Ania (CD) autor: Brian Tracy;audiobooki;1;1;9;zł;28.61;1;1;1;http://www.matras.pl/media/catalog/product/5/c/5cae685c3ef3ae63984f2b771721fd6c_2.jpg;1;autor:Konrad T. Lewandowski 
72;Michałek z pudełka od zapałek (CD) autor: Erich Kastner;audiobooki;1;1;41;zł;28.61;1;1;1;http://www.matras.pl/media/catalog/product/4/a/4a9c64ac4713d71e1926c2a8badcda54_2.jpg;1;autor:Katarzyna Majgier 
73;W pierścieniu ognia (CD) autor: Erich Kastner;audiobooki;1;1;23;zł;23.72;1;1;1;http://www.matras.pl/media/catalog/product/I/M/IMG1449225968402_58030_16.jpg;1;autor:Evan Currie 
74;Baśnie chińskie. Żółty smok (CD) autor: Suzanne Collins;audiobooki;1;1;12;zł;23.72;1;1;1;http://www.matras.pl/media/catalog/product/I/M/IMG1449229227562_15994_15.jpg;1;autor:Kennedy Hudner 
75;Opowieści z Narnii. Koń i jego chłopiec (CD) autor: Opracowanie zbiorowe;audiobooki;1;1;19;zł;20.45;1;1;1;http://www.matras.pl/media/catalog/product/4/3/4307085d8d6b5ab4ee982932e4b6fd72_15.jpg;1;autor:Katarzyna Majgier 
76;Opowieści z Narnii. Ostatnia bitwa (CD) autor: C.S. Lewis;audiobooki;1;1;80;zł;20.45;1;1;1;http://www.matras.pl/media/catalog/product/1/3/132161994a2d9b2b47fe42a672e6fda6_16.jpg;1;autor:Eugeniusz Dębski 
77;Kobiety wokół Stalina. Kochanki i katorżniczki (CD) autor: C.S. Lewis;audiobooki;1;1;36;zł;24.50;1;1;1;http://www.matras.pl/media/catalog/product/f/c/fc544a3d8b52bb42ee3241795b9de57f.jpg;1;autor:Beata Dębska 
78;Lobotomia 3.0. Trzydzieści lat holocaustu prawdy o jego śmie... autor: Elwira Watała;audiobooki;1;1;31;zł;17.31;1;1;1;http://www.matras.pl/media/catalog/product/f/a/fad9862653b4a350960259770f37194b.jpg;1;autor:Rafał Witek 
79;Ostatni. który umrze (CD) autor: Wojciech Sumliński;audiobooki;1;1;100;zł;27.48;1;1;1;http://www.matras.pl/media/catalog/product/I/M/IMG1446556138118_23777_5.jpg;1;autor:Pierce Brown 
80;Szamo (CD) autor: Tess Gerritsen;audiobooki;1;1;47;zł;30.36;1;1;1;http://www.matras.pl/media/catalog/product/I/M/IMG1452768584407_91244.jpg;1;autor:Renata Kosin 
81;Szamo (CD) autor: Krzysztof Stanowski;audiobooki;1;1;93;zł;30.36;1;1;1;http://www.matras.pl/media/catalog/product/I/M/IMG1452768584407_91244.jpg;1;autor:Henryk Sienkiewicz 
82;Ziemiomorze. Tom 3. Najdlaszy brzeg (CD) autor: Grzegorz Szamotulski;audiobooki;1;1;83;zł;26.sty;1;1;1;http://www.matras.pl/media/catalog/product/2/d/2d2f8473517c2c18010832844639df26.jpg;1;autor:Brandon Mull 
83;Ziemiomorze. Tom 1. Czarnoksiężnik z Archipelagu (CD) autor: Ursula Le Giun;audiobooki;1;1;35;zł;26.sty;1;1;1;http://www.matras.pl/media/catalog/product/9/6/9639da801d20d23e83a8905879b24dc8.jpg;1;autor:Antoine de Saint Exupery 
84;Ziemiomorze. Tom 4. Tehanu (CD) autor: Ursula Le Guin;audiobooki;1;1;39;zł;24.45;1;1;1;http://www.matras.pl/media/catalog/product/0/3/03d3722b1e6671209f5981a7089d711c_1.jpg;1;autor:Brandon Mull 
85;Kino Venus (CD) autor: Ursula K. Le Guin;audiobooki;1;1;54;zł;30.36;1;1;1;http://www.matras.pl/media/catalog/product/a/d/ad0432341c13988321151059ed2ca489.jpg;1;autor:Honoriusz Balzak 
86;Wszyscy ludzie przez cały czas (CD) autor: Marcin Wroński;audiobooki;1;1;39;zł;30.36;1;1;1;http://www.matras.pl/media/catalog/product/5/0/50074eb708720a7d39c6384b28081319.jpg;1;autor:Jacek Illg 
87;Animal Rationale. Jak zwierzęta mogą nas inspirować autor: Marta Guzowska;audiobooki;1;1;61;zł;32.63;1;1;1;http://www.matras.pl/media/catalog/product/I/M/IMG1441787748068_85930_5.jpg;1;autor:Weronika Łęcka 
88;Zero to one. Notatki o Start-upach. czyli jak budować przysz... autor: Paweł Fortuna;audiobooki;1;1;3;zł;34.71;1;1;1;http://www.matras.pl/media/catalog/product/6/8/68fbe4ea6c4cb190d94dea7a4485d4d4.jpg;1;autor:Stanisław Ignacy Witkiewicz 
89;O psie. który jeździł koleją (CD) autor: Peter Thiel;audiobooki;1;1;28;zł;31.92;1;1;1;http://www.matras.pl/media/catalog/product/5/5/559197a2898b2518269588c729e24acf_3.jpg;1;autor:Zbiorowa Praca 
90;Cztery pory baśni. Zima 3 (CD) autor: Blake Masters;audiobooki;1;1;22;zł;20.36;1;1;1;http://www.matras.pl/media/catalog/product/b/c/bc280e25b587513eef54c920bb30e4e2_2.jpg;1;autor:Maciej Wojtyszko 
91;Do usług szanownej pani (CD) autor: Roman Pisarski;audiobooki;1;1;61;zł;27.72;1;1;1;http://www.matras.pl/media/catalog/product/6/4/64627fd90d15907de92118ec3bd90e03_1.jpg;1;autor:Rafał Witek 
92;Złoto i uszy króla Midasa. Mity greckie dla dzieci 2 (CD) autor: Włodzimierz Dulemba;audiobooki;1;1;35;zł;20.36;1;1;1;http://www.matras.pl/media/catalog/product/6/7/67acc2f47085431fa0f785c1b882c4b0_3.jpg;1;autor:Hanna Bakuła 
93;Śliczna i mądra czyli Atena. Mity greckie dla dzieci 3 (CD) autor: Gilles Legardinier;audiobooki;1;1;74;zł;20.36;1;1;1;http://www.matras.pl/media/catalog/product/6/5/652341ae38f8094dc1ac4e44dadb2983_4.jpg;1;autor:Lene Kaaberbol 
94;Stowarzyszenie Umarłych Poetów (CD) autor: Grzegorz Kasdepke;audiobooki;1;1;2;zł;26.sty;1;1;1;http://www.matras.pl/media/catalog/product/a/3/a304bb835d419bae0128b819044a59de.jpg;1;autor:Agnete Friis 
95;Sprostowanie (CD) autor: Grzegorz Kasdepke;audiobooki;1;1;69;zł;27.72;1;1;1;http://www.matras.pl/media/catalog/product/I/M/IMG1445419753668_37459_5.jpg;1;autor:Luis Montero 
96;Złota Księga Bajek. Baśnie klasyczne (2CD) autor: N.H. Kleinbaum;audiobooki;1;1;82;zł;20.00;1;1;1;http://www.matras.pl/media/catalog/product/0/5/05c17a07e84a7f1b60a29b34b41b2f72.jpg;1;autor:Hanna Cygler 
97;Zamach na Margaret Thatcher (CD) autor: Renée Knight;audiobooki;1;1;2;zł;27.72;1;1;1;http://www.matras.pl/media/catalog/product/I/M/IMG1445420296345_40491_5.jpg;1;autor:Opracowanie zbiorowe 
98;35 maja (CD) autor: Opracowanie Zbiorowe;audiobooki;1;1;3;zł;28.61;1;1;1;http://www.matras.pl/media/catalog/product/5/e/5e8b2fdd90faecabc061789298f2d74d.jpg;1;autor:Katarzyna Bonda 
99;Śmiercionośny upominek (CD) autor: Hilary Mantel;audiobooki;1;1;69;zł;27.72;1;1;1;http://www.matras.pl/media/catalog/product/I/M/IMG1443439634673_21995.jpg;1;autor:Michael Punke 
100;Myśl jak FREAK! (CD) autor: Erich Kastner;audiobooki;1;1;42;zł;28.54;1;1;1;http://www.matras.pl/media/catalog/product/I/M/IMG1488286401234_36195.jpg;1;autor:Jadwiga Mackiewicz 
101;Dlaczego... Odpowiedzi na pozornie łatwe pytania autor: Maria Szarf;dla dzieci;1;1;72;zł;25.86;1;0;1;http://www.matras.pl/media/catalog/product/d/l/dlaczego_odpowiedzi_na_pozornie_latwe_pytania_IMAGE1_190834_1.jpg;0;autor:Barbara Kosmowska 
102;Pamiętniki Tatusia Muminka (CD) autor: Anna Michalak;dla dzieci;1;1;96;zł;gru.45;1;0;1;http://www.matras.pl/media/catalog/product/p/a/pamietniki_tatusia_muminka_cd_IMAGE1_255746_3.jpg;0;autor:Simon Francesca 
103;Zabawy z reniferem. Książka edukacyjna 4-6 lat autor: Tove Jansson;dla dzieci;1;1;97;zł;lis.16;1;0;1;http://www.matras.pl/media/catalog/product/z/a/zabawy_z_reniferem_ksiazka_edukacyjna_46_lat_IMAGE1_270615.jpg;0;autor:Michał Rusinek 
104;Malowanki dla chłopców autor: ;dla dzieci;1;1;61;zł;mar.46;1;0;1;http://www.matras.pl/media/catalog/product/m/a/malowanki_dla_chlopcow_IMAGE1_261812_5.jpg;0;autor:Maria Szarf 
105;Paryż dla młodych podróżników. Przewodnik ilustrowany autor: ;dla dzieci;1;1;92;zł;25.sty;1;0;1;http://www.matras.pl/media/catalog/product/p/a/paryz_dla_mlodych_podroznikow_przewodnik_ilustrowany_IMAGE1_259887_1.jpg;0;autor:Anna Michalak 
106;Poczytaj mi babciu. Księga 1. Dziewczynka z zapałkami. Jaś i... autor: Marta Spingardi;dla dzieci;1;1;3;zł;kwi.90;1;0;1;http://www.matras.pl/media/catalog/product/p/o/poczytaj_mi_babciu_ksiega_1_dziewczynka_z_zapalkami_jas_i_malgosia_IMAGE1_257889.jpg;0;autor:Andrzej Maleszka 
107;Wszystko. co można zrobić z modeliny. plasteliny. koralików autor: ;dla dzieci;1;1;36;zł;20.83;1;0;1;http://www.matras.pl/media/catalog/product/w/s/wszystko__co_mozna_zrobic_z_modeliny__plasteliny__koralikow_IMAGE1_257101_1.jpg;0;autor:Marek Kamiński 
108;Tytus. Romek i A'Tomek jako warszawscy powstańcy 1944 autor: Aniela Cholewińska-Szkolik;dla dzieci;1;1;36;zł;31.47;1;0;1;http://www.matras.pl/media/catalog/product/t/y/tytus__romek_i_atomek_jako_warszawscy_powstancy_1944__IMAGE1_255997_3.jpg;0;autor:Irena Landau 
109;One piece. Tom 10 autor: Henryk Jerzy Chmielewski;dla dzieci;1;1;22;zł;16.53;1;0;1;http://www.matras.pl/media/catalog/product/o/n/one_piece_tom_10_IMAGE1_252207.jpg.jpg;0;autor:Tove Jansson 
110;Martynka poznaje świat. 8 fascynujących opowiadań autor: Eiichiro Oda;dla dzieci;1;1;95;zł;29.20;1;0;1;http://www.matras.pl/media/catalog/product/m/a/martynka_poznaje_swiat_8_fascynujacych_opowiadan_IMAGE1_252066.jpg.jpg;0;autor:Jovanka Tomaszewska 
111;Encyklopedia wiedzy dla dzieci autor: Gilbert Delahaye;dla dzieci;1;1;22;zł;38.83;1;0;1;http://www.matras.pl/media/catalog/product/e/n/encyklopedia_wiedzy_dla_dzieci_IMAGE1_250469_5.jpg;0;autor:Wojciech Kołyszko 
112;Ferdynand Wspaniały autor: ;dla dzieci;1;1;14;zł;25.sty;1;0;1;http://www.matras.pl/media/catalog/product/f/e/ferdynand_wspanialy_IMAGE1_250477.jpg;0;autor:Oscar Brenifier 
113;Powiedz komuś! autor: Ludwik Jerzy Kern;dla dzieci;1;1;71;zł;15.92;1;0;1;http://www.matras.pl/media/catalog/product/p/o/powiedz_komus_IMAGE1_249763_1.jpg;0;autor:Renata Piątkowska 
