241;Śladami Stasia i Nel autor: Marian Brandys;dla młodzieży;1;1;56;zł;12936;1;0;1;http://www.matras.pl/media/catalog/product/f/i/file_112026.jpg;0;autor: 
242;Szkolny słownik poprawnej polszczyzny autor: Lidia Drabik;dla młodzieży;1;1;20;zł;21.54;1;0;1;http://www.matras.pl/media/catalog/product/s/z/szkolny_slownik_poprawnej_polszczyzny_IMAGE1_89921.jpg.jpg;0;autor: 
243;Dzikus autor: Elżbieta Sobol;dla młodzieży;1;1;20;zł;5.00;1;0;1;http://www.matras.pl/media/catalog/product/d/z/dzikus_IMAGE1_174355_5.jpg;0;autor:Judith Allert 
244;Kapitan Żbik 4. Pogoń za lwem autor: David Almond;dla młodzieży;1;1;75;zł;32905;1;0;1;http://www.matras.pl/media/catalog/product/k/a/kapitan_zbik_4_pogon_za_lwem_IMAGE1_45320.jpg;0;autor:Liz Pichon 
245;Tomek w krainie kangurów autor: Dave McKean;dla młodzieży;1;1;53;zł;23.34;1;0;1;http://www.matras.pl/media/catalog/product/t/o/tomek_w_krainie_kangurow_IMAGE1_120102_1.jpg;0;autor:Nancy Collins 
246;Sekretny pamiętnik szkolny autor: ;dla młodzieży;1;1;93;zł;16.72;1;0;1;http://www.matras.pl/media/catalog/product/s/e/sekretny_pamietnik_szkolny_IMAGE1_115288_8.jpg;0;autor:Krystyna Damm 
247;Pamiętnik nastolatki autor: Alfred Szklarski;dla młodzieży;1;1;19;zł;20.83;1;0;1;http://www.matras.pl/media/catalog/product/p/a/pamietnik_nastolatki_IMAGE1_172816.jpg;0;autor:Margarita Kardasz 
248;Nocne życie autor: Anita Rejch;dla młodzieży;1;1;43;zł;34790;1;0;1;http://www.matras.pl/media/catalog/product/n/o/nocne_zycie_IMAGE1_207205_1.jpg;0;autor:Alan Snow 
249;Serowy potop. Były sobie stwory autor: Beata Andrzejczuk;dla młodzieży;1;1;38;zł;20.80;1;0;1;http://www.matras.pl/media/catalog/product/s/e/serowy_potop_byly_sobie_stwory__IMAGE1_199810_5.jpg;0;autor:J.K. Rowling 
250;Literatura Encyklopedia szkolna PWN autor: Nancy Collins;dla młodzieży;1;1;68;zł;76.97;1;0;1;http://www.matras.pl/media/catalog/product/l/i/literatura_encyklopedia_szkolna_pwn_IMAGE1_168386_1.jpg;0;autor:Alfred Szklarski 
251;Harry Potter i Insygnia Śmierci autor: Alan Snow;dla młodzieży;1;1;67;zł;49.36;1;0;1;http://www.matras.pl/media/catalog/product/h/a/harry_potter_i_insygnia_smierci_IMAGE1_128904_4.jpg;0;autor:John Flanagan 
